[0.0520683 0.9479317]
[0.03489856 0.96510144]
[0.35433344 0.64566656]
[0.39776587 0.60223413]
[0.42206684 0.57793316]
[0.28191087 0.71808913]
[0.13239687 0.86760313]
[0.23537945 0.76462055]
[0.21572889 0.78427111]
[0.06694259 0.93305741]
[0.51203833 0.48796167]
[0.4163426 0.5836574]
[0.30607975 0.69392025]
[0.41027221 0.58972779]
[0.16588911 0.83411089]
[0.21748054 0.78251946]
[0.19064078 0.80935922]
[0.35508342 0.64491658]
[0.53679329 0.46320671]
[0.50959796 0.49040204]
[0.31725586 0.68274414]
[0.40150641 0.59849359]
[0.0670443 0.9329557]
[0.27252795 0.72747205]
[0.27922033 0.72077967]
[0.27970549 0.72029451]
[0.1522208 0.8477792]
[0.12077399 0.87922601]
[0.14121116 0.85878884]
[0.09063215 0.90936785]
[0.37557015 0.62442985]
[0.36963501 0.63036499]
[0.24721226 0.75278774]
[0.43980946 0.56019054]
[0.26667589 0.73332411]
[0.2930204 0.7069796]
[0.24532019 0.75467981]
[0.059016 0.940984]
[0.40496265 0.59503735]
[0.5062222 0.4937778]
[0.38800799 0.61199201]
[0.30052376 0.69947624]
[0.21315989 0.78684011]
[0.36459323 0.63540677]
[0.35468885 0.64531115]
[0.14562692 0.85437308]
[0.2842963 0.7157037]
[0.21036679 0.78963321]
[0.09283289 0.90716711]
[0.22083882 0.77916118]
[0.06150858 0.93849142]
[0.35234473 0.64765527]
[0.23630027 0.76369973]
[0.35823185 0.64176815]
[0.06598739 0.93401261]
[0.35136153 0.64863847]
[0.32034466 0.67965534]
[0.26835533 0.73164467]
[0.18357668 0.81642332]
[0.24535572 0.75464428]
[0.11512141 0.88487859]
[0.09527389 0.90472611]
[0.24004924 0.75995076]
[0.30022924 0.69977076]
[0.20481692 0.79518308]
[0.17956982 0.82043018]
[0.43372602 0.56627398]
[0.06787285 0.93212715]
[0.47225237 0.52774763]
[0.25816321 0.74183679]
[0.10485209 0.89514791]
[0.19738284 0.80261716]
[0.28192923 0.71807077]
[0.33240749 0.66759251]
[0.33013031 0.66986969]
[0.39719857 0.60280143]
[0.10101754 0.89898246]
[0.08665675 0.91334325]
[0.09391915 0.90608085]
[0.3876392 0.6123608]
[0.27156568 0.72843432]
[0.11126883 0.88873117]
[0.22554239 0.77445761]
[0.33795956 0.66204044]
[0.1096329 0.8903671]
[0.40582929 0.59417071]
[0.48426206 0.51573794]
[0.0088299 0.9911701]
[0.3621678 0.6378322]
[0.45285513 0.54714487]
[0.5602452 0.4397548]
[0.41853833 0.58146167]
[0.16053542 0.83946458]
[0.41217493 0.58782507]
[0.16694609 0.83305391]
[0.46081122 0.53918878]
[0.15721024 0.84278976]
[0.14424182 0.85575818]
[0.22988561 0.77011439]
[0.35164554 0.64835446]
[0.49447118 0.50552882]
[0.2107986 0.7892014]
[0.26658031 0.73341969]
[0.20379635 0.79620365]
[0.19480126 0.80519874]
[0.33595865 0.66404135]
[0.22746606 0.77253394]
[0.46148417 0.53851583]
[0.35990477 0.64009523]
[0.45953219 0.54046781]
[0.41801496 0.58198504]
[0.14825032 0.85174968]
[0.0883848 0.9116152]
[0.27852868 0.72147132]
[0.43228389 0.56771611]
[0.12691554 0.87308446]
[0.20345067 0.79654933]
[0.05426087 0.94573913]
[0.15709139 0.84290861]
[0.10916645 0.89083355]
[0.25467109 0.74532891]
[0.50866086 0.49133914]
[0.30916168 0.69083832]
[0.48736453 0.51263547]
[0.04631401 0.95368599]
[0.45918935 0.54081065]
[0.38442765 0.61557235]
[0.17315068 0.82684932]
[0.2185635 0.7814365]
[0.3418748 0.6581252]
[0.41372867 0.58627133]
[0.35628332 0.64371668]
[0.52123293 0.47876707]
[0.40419466 0.59580534]
[0.23303176 0.76696824]
[0.27477021 0.72522979]
[0.17451767 0.82548233]
[0.35673688 0.64326312]
[0.31619104 0.68380896]
[0.14620568 0.85379432]
[0.15105144 0.84894856]
[0.14160622 0.85839378]
[0.3296731 0.6703269]
[0.13888067 0.86111933]
[0.03222868 0.96777132]
[0.1494912 0.8505088]
[0.17583906 0.82416094]
[0.26537019 0.73462981]
[0.37688804 0.62311196]
[0.21151226 0.78848774]
[0.33501347 0.66498653]
[0.0231565 0.9768435]
[0.4029748 0.5970252]
[0.14241652 0.85758348]
[0.40342735 0.59657265]
[0.18883086 0.81116914]
[0.1322455 0.8677545]
[0.41380296 0.58619704]
[0.25262756 0.74737244]
[0.13959009 0.86040991]
[0.04023255 0.95976745]
[0.10495636 0.89504364]
[0.18089285 0.81910715]
[0.24355885 0.75644115]
[0.05613704 0.94386296]
[0.4894127 0.5105873]
[0.19118631 0.80881369]
[0.52895156 0.47104844]
[0.32335961 0.67664039]
[0.3535964 0.6464036]
[0.30747577 0.69252423]
[0.36823519 0.63176481]
[0.33199621 0.66800379]
[0.1937277 0.8062723]
[0.09345123 0.90654877]
[0.34914025 0.65085975]
[0.20010453 0.79989547]
[0.44591536 0.55408464]
[0.06652442 0.93347558]
[0.30271889 0.69728111]
[0.10686946 0.89313054]
[0.36865568 0.63134432]
[0.24296957 0.75703043]
[0.30652494 0.69347506]
[0.25765593 0.74234407]
[0.3279335 0.6720665]
[0.24022178 0.75977822]
[0.05467149 0.94532851]
[0.1594643 0.8405357]
[0.39765551 0.60234449]
[0.08979103 0.91020897]
[0.03307982 0.96692018]
[0.14675682 0.85324318]
[0.17838429 0.82161571]
[0.18429768 0.81570232]
[0.0833317 0.9166683]
[0.41062747 0.58937253]
[0.37880969 0.62119031]
[0.25180878 0.74819122]
[0.34915362 0.65084638]
[0.20206069 0.79793931]
[0.29502698 0.70497302]
[0.2556678 0.7443322]
[0.36797131 0.63202869]
[0.37263016 0.62736984]
[0.34180585 0.65819415]
[0.20755531 0.79244469]
[0.45779421 0.54220579]
[0.24957144 0.75042856]
[0.237477 0.762523]
[0.28608258 0.71391742]
[0.07875502 0.92124498]
[0.42117026 0.57882974]
[0.36885818 0.63114182]
[0.19869293 0.80130707]
[0.2923166 0.7076834]
[0.38791968 0.61208032]
[0.42968106 0.57031894]
[0.34535905 0.65464095]
[0.31406394 0.68593606]
[0.29134825 0.70865175]
[0.15496094 0.84503906]
[0.08737132 0.91262868]
[0.45697197 0.54302803]
[0.52572821 0.47427179]
[0.42276079 0.57723921]
[0.29043379 0.70956621]
[0.09496661 0.90503339]
[0.33817335 0.66182665]
[0.15664392 0.84335608]
[0.27304005 0.72695995]
[0.14295594 0.85704406]
[0.43031665 0.56968335]
[0.2668528 0.7331472]
[0.49617936 0.50382064]
[0.08391591 0.91608409]
[0.29786321 0.70213679]
[0.10498424 0.89501576]
[0.28328921 0.71671079]
[0.19686444 0.80313556]
[0.09412276 0.90587724]
[0.36300865 0.63699135]
[0.18019124 0.81980876]
[0.26509399 0.73490601]
[0.47756654 0.52243346]
[0.15654046 0.84345954]
[0.20428461 0.79571539]
[0.35066026 0.64933974]
[0.46615883 0.53384117]
[0.21713475 0.78286525]
[0.27759068 0.72240932]
[0.30147246 0.69852754]
[0.35026474 0.64973526]
[0.01107656 0.98892344]
[0.06176951 0.93823049]
[0.31098749 0.68901251]
[0.41785463 0.58214537]
[0.10641468 0.89358532]
[0.34568424 0.65431576]
[0.4253272 0.5746728]
[0.44292575 0.55707425]
[0.38013274 0.61986726]
[0.38750175 0.61249825]
[0.41117361 0.58882639]
[0.01671522 0.98328478]
[0.21302922 0.78697078]
[0.07410704 0.92589296]
[0.34515966 0.65484034]
[0.37674697 0.62325303]
[0.22949206 0.77050794]
[0.39715321 0.60284679]
[0.40224226 0.59775774]
[0.16358592 0.83641408]
[0.20576664 0.79423336]
[0.33242791 0.66757209]
[0.53123892 0.46876108]
[0.33530858 0.66469142]
[0.1506281 0.8493719]
[0.39811924 0.60188076]
[0.530735 0.469265]
[0.31841519 0.68158481]
[0.26606846 0.73393154]
[0.20433888 0.79566112]
[0.12416845 0.87583155]
[0.35284859 0.64715141]
[0.08154828 0.91845172]
[0.44600629 0.55399371]
[0.45704051 0.54295949]
[0.40335027 0.59664973]
[0.49079013 0.50920987]
[0.41236045 0.58763955]
[0.25891936 0.74108064]
[0.35612081 0.64387919]
[0.05436022 0.94563978]
[0.35138471 0.64861529]
[0.2444437 0.7555563]
[0.17943679 0.82056321]
[0.33179478 0.66820522]
[0.05052122 0.94947878]
[0.21456373 0.78543627]
[0.12934863 0.87065137]
[0.28865817 0.71134183]
[0.23728669 0.76271331]
[0.36977396 0.63022604]
[0.31441702 0.68558298]
[0.02892916 0.97107084]
[0.14280222 0.85719778]
[0.30597563 0.69402437]
[0.37467193 0.62532807]
[0.35317336 0.64682664]
[0.23904235 0.76095765]
[0.18795463 0.81204537]
[0.35490828 0.64509172]
[0.37522925 0.62477075]
[0.33085473 0.66914527]
[0.36526718 0.63473282]
[0.15693547 0.84306453]
[0.43003135 0.56996865]
[0.41572344 0.58427656]
[0.10015503 0.89984497]
[0.05532011 0.94467989]
[0.40513512 0.59486488]
[0.01878962 0.98121038]
[0.15852451 0.84147549]
[0.4181853 0.5818147]
[0.39188928 0.60811072]
[0.17822168 0.82177832]
[0.16722559 0.83277441]
[0.36673836 0.63326164]
[0.34299052 0.65700948]
[0.47042571 0.52957429]
[0.29671405 0.70328595]
[0.15585768 0.84414232]
[0.35423365 0.64576635]
[0.30833963 0.69166037]
[0.12952891 0.87047109]
[0.35041887 0.64958113]
[0.39222248 0.60777752]
[0.16078417 0.83921583]
[0.25971589 0.74028411]
[0.2203167 0.7796833]
[0.11163549 0.88836451]
[0.26311448 0.73688552]
[0.07745365 0.92254635]
[0.13262609 0.86737391]
[0.33417678 0.66582322]
[0.28473901 0.71526099]
[0.19584196 0.80415804]
[0.25926207 0.74073793]
[0.4708835 0.5291165]
[0.36563598 0.63436402]
[0.02477111 0.97522889]
[0.34523658 0.65476342]
[0.26739099 0.73260901]
[0.10055775 0.89944225]
[0.2901754 0.7098246]
[0.24061874 0.75938126]
[0.17742516 0.82257484]
[0.4188696 0.5811304]
[0.36969565 0.63030435]
[0.40534695 0.59465305]
[0.42139588 0.57860412]
[0.17653099 0.82346901]
[0.35472713 0.64527287]
[0.4472074 0.5527926]
[0.32830503 0.67169497]
[0.35855464 0.64144536]
[0.4135696 0.5864304]
[0.37943914 0.62056086]
[0.39438189 0.60561811]
[0.33935067 0.66064933]
[0.24304298 0.75695702]
[0.12428028 0.87571972]
[0.4495633 0.5504367]
[0.22502771 0.77497229]
[0.16528271 0.83471729]
[0.32880831 0.67119169]
[0.42163713 0.57836287]
[0.43192221 0.56807779]
[0.26602665 0.73397335]
[0.04921506 0.95078494]
[0.19863815 0.80136185]
[0.31620743 0.68379257]
[0.1293845 0.8706155]
[0.14001832 0.85998168]
[0.25602042 0.74397958]
[0.29479872 0.70520128]
[0.32585482 0.67414518]
[0.48863114 0.51136886]
[0.28065907 0.71934093]
[0.38070232 0.61929768]
[0.43046399 0.56953601]
[0.38494248 0.61505752]
[0.35870332 0.64129668]
[0.2020001 0.7979999]
[0.4082245 0.5917755]
[0.09641351 0.90358649]
[0.49347174 0.50652826]
[0.32681712 0.67318288]
[0.02724793 0.97275207]
[0.549409 0.450591]
[0.21385647 0.78614353]
[0.41013611 0.58986389]
[0.39293994 0.60706006]
[0.18923644 0.81076356]
[0.3115915 0.6884085]
[0.4983086 0.5016914]
[0.22926095 0.77073905]
[0.32593395 0.67406605]
[0.2576291 0.7423709]
[0.05749542 0.94250458]
[0.43524086 0.56475914]
[0.52218275 0.47781725]
[0.36139581 0.63860419]
[0.26350147 0.73649853]
[0.10672249 0.89327751]
[0.21080089 0.78919911]
[0.40238168 0.59761832]
[0.26650556 0.73349444]
[0.42162304 0.57837696]
[0.29863674 0.70136326]
[0.52599836 0.47400164]
[0.30925726 0.69074274]
[0.05259634 0.94740366]
[0.45790937 0.54209063]
[0.23231834 0.76768166]
[0.22158367 0.77841633]
[0.36663788 0.63336212]
[0.29982522 0.70017478]
[0.34740499 0.65259501]
[0.32449137 0.67550863]
[0.44518001 0.55481999]
[0.42003013 0.57996987]
[0.45330766 0.54669234]
[0.38091768 0.61908232]
[0.37361338 0.62638662]
[0.08416782 0.91583218]
[0.12117115 0.87882885]
[0.28919167 0.71080833]
[0.43034769 0.56965231]
[0.00383239 0.99616761]
[0.17501848 0.82498152]
[0.51383779 0.48616221]
[0.3797995 0.6202005]
[0.45664063 0.54335937]
[0.32572146 0.67427854]
[0.38504732 0.61495268]
[0.3558198 0.6441802]
[0.33194907 0.66805093]
[0.1552174 0.8447826]
[0.4157373 0.5842627]
[0.27498398 0.72501602]
[0.24193471 0.75806529]
[0.15703395 0.84296605]
[0.07176029 0.92823971]
[0.51159001 0.48840999]
[0.09510956 0.90489044]
[0.08733659 0.91266341]
[0.26405312 0.73594688]
[0.3272719 0.6727281]
[0.4468463 0.5531537]
[0.38408093 0.61591907]
[0.32492106 0.67507894]
[0.24297439 0.75702561]
[0.44537099 0.55462901]
[0.12572809 0.87427191]
[0.20183815 0.79816185]
[0.18190525 0.81809475]
[0.29191892 0.70808108]
[0.25954033 0.74045967]
[0.15315594 0.84684406]
[0.30528031 0.69471969]
[0.425278 0.574722]
[0.39886955 0.60113045]
[0.12193436 0.87806564]
[0.17799537 0.82200463]
[0.23778671 0.76221329]
[0.10626092 0.89373908]
[0.2648701 0.7351299]
[0.50758321 0.49241679]
[0.19591503 0.80408497]
[0.44684636 0.55315364]
[0.33144211 0.66855789]
[0.421193 0.578807]
[0.30752278 0.69247722]
[0.16624444 0.83375556]
[0.31543772 0.68456228]
[0.16894075 0.83105925]
[0.17581031 0.82418969]
[0.40555848 0.59444152]
[0.11713054 0.88286946]
[0.20014028 0.79985972]
[0.34992189 0.65007811]
[0.25075584 0.74924416]
[0.48251331 0.51748669]
[0.45265812 0.54734188]
[0.07070037 0.92929963]
[0.41222148 0.58777852]
[0.36026662 0.63973338]
[0.22690286 0.77309714]
[0.40564808 0.59435192]
[0.1121965 0.8878035]
[0.14366301 0.85633699]
[0.38266451 0.61733549]
[0.19568394 0.80431606]
[0.2725593 0.7274407]
[0.39176332 0.60823668]
[0.20481633 0.79518367]
[0.26490192 0.73509808]
[0.19306143 0.80693857]
[0.42666857 0.57333143]
[0.248443 0.751557]
[0.18176843 0.81823157]
[0.41504616 0.58495384]
[0.23683133 0.76316867]
[0.26419166 0.73580834]
[0.33340409 0.66659591]
[0.15332064 0.84667936]
[0.26129861 0.73870139]
[0.19014521 0.80985479]
[0.35500858 0.64499142]
[0.36424253 0.63575747]
[0.41595611 0.58404389]
[0.26994658 0.73005342]
[0.13583391 0.86416609]
[0.16759347 0.83240653]
[0.33411216 0.66588784]
[0.29324974 0.70675026]
[0.43798494 0.56201506]
[0.17844971 0.82155029]
[0.19493925 0.80506075]
[0.33176622 0.66823378]
[0.38600739 0.61399261]
[0.17929417 0.82070583]
[0.09405943 0.90594057]
[0.48470739 0.51529261]
[0.52930023 0.47069977]
[0.25160266 0.74839734]
[0.27598006 0.72401994]
[0.2669057 0.7330943]
[0.37735979 0.62264021]
[0.26244981 0.73755019]
[0.18598051 0.81401949]
[0.2674435 0.7325565]
[0.25323015 0.74676985]
[0.19051074 0.80948926]
[0.09844516 0.90155484]
[0.45026829 0.54973171]
[0.43045296 0.56954704]
[0.41557569 0.58442431]
[0.13036745 0.86963255]
[0.39652787 0.60347213]
[0.19968664 0.80031336]
[0.19783845 0.80216155]
[0.29915906 0.70084094]
[0.241874 0.758126]
[0.25676251 0.74323749]
[0.23578344 0.76421656]
[0.41567196 0.58432804]
[0.10428094 0.89571906]
[0.23324495 0.76675505]
[0.39237641 0.60762359]
[0.33944339 0.66055661]
[0.27527686 0.72472314]
[0.02729527 0.97270473]
[0.27966054 0.72033946]
[0.40071191 0.59928809]
[0.23484377 0.76515623]
[0.5029121 0.4970879]
[0.19433609 0.80566391]
[0.48573392 0.51426608]
[0.42096715 0.57903285]
[0.11026083 0.88973917]
[0.44557248 0.55442752]
[0.29530657 0.70469343]
[0.23202749 0.76797251]
[0.5268343 0.4731657]
[0.33526873 0.66473127]
[0.31616648 0.68383352]
[0.05467645 0.94532355]
[0.33532935 0.66467065]
[0.27983474 0.72016526]
[0.30187921 0.69812079]
[0.39382784 0.60617216]
[0.25012268 0.74987732]
[0.27207341 0.72792659]
[0.27023841 0.72976159]
[0.06376078 0.93623922]
[0.44364374 0.55635626]
[0.28847752 0.71152248]
[0.35468962 0.64531038]
[0.40661873 0.59338127]
[0.42944946 0.57055054]
[0.07376673 0.92623327]
[0.32136814 0.67863186]
[0.00720158 0.99279842]
[0.35953571 0.64046429]
[0.12394577 0.87605423]
[0.49215679 0.50784321]
[0.20230714 0.79769286]
[0.2396452 0.7603548]
[0.16018183 0.83981817]
[0.46953406 0.53046594]
[0.27604803 0.72395197]
[0.37297964 0.62702036]
[0.4660549 0.5339451]
[0.01736029 0.98263971]
[0.37262925 0.62737075]
[0.26546435 0.73453565]
[0.19318503 0.80681497]
[0.0653676 0.9346324]
[0.33401015 0.66598985]
[0.33802503 0.66197497]
[0.22012215 0.77987785]
[0.30531584 0.69468416]
[0.44713057 0.55286943]
[0.27560435 0.72439565]
[0.46008234 0.53991766]
[0.2228832 0.7771168]
[0.07860844 0.92139156]
[0.41052296 0.58947704]
[0.15788299 0.84211701]
[0.06716898 0.93283102]
[0.4698326 0.5301674]
[0.26845086 0.73154914]
[0.13717852 0.86282148]
[0.19478993 0.80521007]
[0.42790665 0.57209335]
[0.15722771 0.84277229]
[0.17827484 0.82172516]
[0.38164443 0.61835557]
[0.4064811 0.5935189]
[0.45169801 0.54830199]
[0.43894539 0.56105461]
[0.30466587 0.69533413]
[0.36323728 0.63676272]
[0.21887847 0.78112153]
[0.33264568 0.66735432]
[0.34453339 0.65546661]
[0.34355911 0.65644089]
[0.48393342 0.51606658]
[0.49320358 0.50679642]
[0.36957258 0.63042742]
[0.35319782 0.64680218]
[0.04971597 0.95028403]
[0.29730191 0.70269809]
[0.31184113 0.68815887]
[0.42870466 0.57129534]
[0.55204596 0.44795404]
[0.39361766 0.60638234]
[0.36058648 0.63941352]
[0.30016348 0.69983652]
[0.16149312 0.83850688]
[0.13581885 0.86418115]
[0.18614573 0.81385427]
[0.14570891 0.85429109]
[0.41507642 0.58492358]
[0.354487 0.645513]
[0.3153161 0.6846839]
[0.30226609 0.69773391]
[0.30491066 0.69508934]
[0.27288704 0.72711296]
[0.50717377 0.49282623]
[0.0731643 0.9268357]
[0.40670614 0.59329386]
[0.46687304 0.53312696]
[0.37020473 0.62979527]
[0.40501649 0.59498351]
[0.23516554 0.76483446]
[0.26944602 0.73055398]
[0.4162377 0.5837623]
[0.09446038 0.90553962]
[0.35176977 0.64823023]
[0.26859192 0.73140808]
[0.26568187 0.73431813]
[0.50408163 0.49591837]
[0.30821708 0.69178292]
[0.49628936 0.50371064]
[0.21237387 0.78762613]
[0.24453011 0.75546989]
[0.46951478 0.53048522]
[0.0801459 0.9198541]
[0.3247464 0.6752536]
[0.23184063 0.76815937]
[0.20577224 0.79422776]
[0.27238125 0.72761875]
[0.27020242 0.72979758]
[0.31726877 0.68273123]
[0.06828822 0.93171178]
[0.41643673 0.58356327]
[0.25748183 0.74251817]
[0.22962807 0.77037193]
[0.41499358 0.58500642]
[0.24291568 0.75708432]
[0.02347405 0.97652595]
[0.21844126 0.78155874]
[0.02046657 0.97953343]
[0.2492717 0.7507283]
[0.04879556 0.95120444]
[0.19519906 0.80480094]
[0.4200538 0.5799462]
[0.29415194 0.70584806]
[0.24875521 0.75124479]
[0.43644139 0.56355861]
[0.38864074 0.61135926]
[0.25290238 0.74709762]
[0.41344141 0.58655859]
[0.44766458 0.55233542]
[0.4367811 0.5632189]
[0.25309021 0.74690979]
[0.04626604 0.95373396]
[0.15298688 0.84701312]
[0.04117896 0.95882104]
[0.04536839 0.95463161]
[0.14859271 0.85140729]
[0.08951862 0.91048138]
[0.08176214 0.91823786]
[0.20794611 0.79205389]
[0.18324173 0.81675827]
[0.21654256 0.78345744]
[0.3852861 0.6147139]
[0.27831568 0.72168432]
[0.4902548 0.5097452]
[0.19339537 0.80660463]
[0.4749677 0.5250323]
[0.33983039 0.66016961]
[0.18601653 0.81398347]
[0.48505032 0.51494968]
[0.10877386 0.89122614]
[0.13276499 0.86723501]
[0.08592911 0.91407089]
[0.02848004 0.97151996]
[0.23475698 0.76524302]
[0.32978182 0.67021818]
[0.17094639 0.82905361]
[0.06008255 0.93991745]
[0.51370401 0.48629599]
[0.1875947 0.8124053]
[0.06722559 0.93277441]
[0.41874525 0.58125475]
[0.03197975 0.96802025]
[0.47351406 0.52648594]
[0.26971977 0.73028023]
[0.50059508 0.49940492]
[0.05446076 0.94553924]
[0.0335352 0.9664648]
[0.35590214 0.64409786]
[0.23543408 0.76456592]
[0.20724275 0.79275725]
[0.20504423 0.79495577]
[0.22177763 0.77822237]
[0.0823795 0.9176205]
[0.42538331 0.57461669]
[0.50253914 0.49746086]
[0.46483344 0.53516656]
[0.02969758 0.97030242]
[0.4294339 0.5705661]
[0.41823034 0.58176966]
[0.33819298 0.66180702]
[0.17905928 0.82094072]
[0.23711535 0.76288465]
[0.06446062 0.93553938]
[0.26506979 0.73493021]
[0.38313116 0.61686884]
[0.17522166 0.82477834]
[0.2912597 0.7087403]
[0.09329009 0.90670991]
[0.12773808 0.87226192]
[0.45784806 0.54215194]
[0.10514588 0.89485412]
[0.14944074 0.85055926]
[0.26046295 0.73953705]
[0.09740615 0.90259385]
[0.40444328 0.59555672]
[0.48018568 0.51981432]
[0.11675366 0.88324634]
[0.14699466 0.85300534]
[0.28461689 0.71538311]
[0.23600644 0.76399356]
[0.14480023 0.85519977]
[0.00251836 0.99748164]
[0.11095663 0.88904337]
[0.09853904 0.90146096]
[0.24465778 0.75534222]
[0.14379893 0.85620107]
[0.2710171 0.7289829]
[0.13264086 0.86735914]
[0.06758334 0.93241666]
[0.21339363 0.78660637]
[0.3446457 0.6553543]
[0.08373625 0.91626375]
[0.10837393 0.89162607]
[0.65894658 0.34105342]
[0.70963265 0.29036735]
[0.7210167 0.2789833]
[0.68237478 0.31762522]
[0.70012254 0.29987746]
[0.66700308 0.33299692]
[0.71019118 0.28980882]
[0.71860543 0.28139457]
[0.69593183 0.30406817]
[0.66502195 0.33497805]
[0.66454611 0.33545389]
[0.68187959 0.31812041]
[0.69691169 0.30308831]
[0.6988131 0.3011869]
[0.65902666 0.34097334]
[0.70613983 0.29386017]
[0.67017357 0.32982643]
[0.66057392 0.33942608]
[0.69915243 0.30084757]
[0.71152821 0.28847179]
[0.66576131 0.33423869]
[0.69818251 0.30181749]
[0.70016839 0.29983161]
[0.71737899 0.28262101]
[0.71109529 0.28890471]
[0.67502637 0.32497363]
[0.69846304 0.30153696]
[0.67510288 0.32489712]
[0.66429537 0.33570463]
[0.69652575 0.30347425]
[0.676169 0.323831]
[0.69780647 0.30219353]
[0.7622481 0.2377519]
[0.65369734 0.34630266]
[0.71256601 0.28743399]
[0.66620637 0.33379363]
[0.69039626 0.30960374]
[0.66053865 0.33946135]
[0.69732315 0.30267685]
[0.71214985 0.28785015]
[0.72809894 0.27190106]
[0.66550719 0.33449281]
[0.71827898 0.28172102]
[0.69847232 0.30152768]
[0.7009853 0.2990147]
[0.6603353 0.3396647]
[0.71232006 0.28767994]
[0.64878267 0.35121733]
[0.69857868 0.30142132]
[0.7123901 0.2876099]
[0.66067764 0.33932236]
[0.69914844 0.30085156]
[0.66334737 0.33665263]
[0.69725979 0.30274021]
[0.65315262 0.34684738]
[0.67377104 0.32622896]
[0.65377776 0.34622224]
[0.65033777 0.34966223]
